gene	seqnames	start	end	width	strand	CI.start	CI.end	genoT	filenames	freq	n()	alleleFreq
BLM/RECQL5	chr15	60785560	60844099	58540	*	60290525	61319832	ww-cc	blm-recq5-2-single-f16-r3-c2_S555_.trimmed.mdup.bam.RData	46	141	32.62
BLM/RECQL5	chr16	69539982	69583655	43674	*	68853840	70123631	ww-cc	blm-recq5-2-single-f16-r3-c2_S555_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr17	50855368	50896851	41484	*	50349977	51428155	ww-cc	blm-recq5-2-single-f16-r3-c2_S555_.trimmed.mdup.bam.RData	4	141	2.84
BLM/RECQL5	chrX	117292033	117658048	366016	*	116905340	118240612	cc-ww	blm-recq5-2-single-f16-r3-c2_S555_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr1	16628888	16676173	47286	*	15690261	17298191	cc-ww	blm-recq5-2-single-f16-r3-c5_S558_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr9	130788299	130808045	19747	*	130336213	131276595	cc-ww	blm-recq5-2-single-f16-r3-c5_S558_.trimmed.mdup.bam.RData	70	141	49.65
BLM/RECQL5	chr15	60796362	60830596	34235	*	60753672	60875440	cc-wc	blm-recq5-2-single-f16-r3-c5_S558_.trimmed.mdup.bam.RData	46	141	32.62
BLM/RECQL5	chr15	72467422	72544728	77307	*	72378904	72604974	wc-cc	blm-recq5-2-single-f16-r3-c5_S558_.trimmed.mdup.bam.RData	85	141	60.28
BLM/RECQL5	chr15	74046920	74184471	137552	*	73995949	74229722	cc-wc	blm-recq5-2-single-f16-r3-c5_S558_.trimmed.mdup.bam.RData	87	141	61.7
BLM/RECQL5	chr15	89337386	89337919	534	*	89275817	89428043	wc-cc	blm-recq5-2-single-f16-r3-c5_S558_.trimmed.mdup.bam.RData	41	141	29.08
BLM/RECQL5	chr21	41496504	41502570	6067	*	41017325	41867281	cc-ww	blm-recq5-2-single-f16-r3-c5_S558_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr22	23280172	23305194	25023	*	22795969	23775470	ww-cc	blm-recq5-2-single-f16-r3-c5_S558_.trimmed.mdup.bam.RData	61	141	43.26
BLM/RECQL5	chr5	121481406	121535626	54221	*	120948446	121829413	cc-ww	blm-recq5-2-single-f16-r3-c6_S559_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr6	86945227	86980438	35212	*	86888404	87155331	ww-cc	blm-recq5-2-single-f16-r3-c6_S559_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr9	88359281	88362622	3342	*	87850651	88936673	cc-ww	blm-recq5-2-single-f16-r3-c6_S559_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr11	21523565	21589690	66126	*	21061245	22257944	cc-ww	blm-recq5-2-single-f16-r3-c6_S559_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr11	75274830	75302255	27426	*	74654700	75721347	ww-cc	blm-recq5-2-single-f16-r3-c6_S559_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr15	72705264	72716585	11322	*	72602616	72749370	cc-wc	blm-recq5-2-single-f16-r3-c6_S559_.trimmed.mdup.bam.RData	84	141	59.57
BLM/RECQL5	chr15	74053270	74059839	6570	*	73994647	74112179	wc-cc	blm-recq5-2-single-f16-r3-c6_S559_.trimmed.mdup.bam.RData	85	141	60.28
BLM/RECQL5	chr21	14735326	14833993	98668	*	10534111	14941699	wc-cc	blm-recq5-2-single-f16-r3-c6_S559_.trimmed.mdup.bam.RData	11	141	7.8
BLM/RECQL5	chr2	181447726	181468679	20954	*	181223943	181770672	ww-cc	blm-recq5-2-single-f16-r4-c1_S561_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr7	8036022	8057296	21275	*	7148158	8730021	ww-cc	blm-recq5-2-single-f16-r4-c1_S561_.trimmed.mdup.bam.RData	3	141	2.13
BLM/RECQL5	chr9	130789827	130841919	52093	*	130523011	131440272	ww-cc	blm-recq5-2-single-f16-r4-c1_S561_.trimmed.mdup.bam.RData	70	141	49.65
BLM/RECQL5	chr10	84920608	84945094	24487	*	84139449	85554748	cc-ww	blm-recq5-2-single-f16-r4-c1_S561_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr11	33472922	33504231	31310	*	33178187	34244803	ww-cc	blm-recq5-2-single-f16-r4-c1_S561_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr1	224311332	224391841	80510	*	224138146	225643371	ww-cc	blm-recq5-2-single-f16-r4-c2_S562_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr3	140990240	141066966	76727	*	140312342	141944194	ww-cc	blm-recq5-2-single-f16-r4-c2_S562_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr4	100313621	100321197	7577	*	99365798	101087273	ww-cc	blm-recq5-2-single-f16-r4-c2_S562_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr4	108513268	108671777	158510	*	107584898	109068456	cc-ww	blm-recq5-2-single-f16-r4-c2_S562_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr5	61587575	61636549	48975	*	60400785	62505824	cc-ww	blm-recq5-2-single-f16-r4-c2_S562_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr10	66692651	66719615	26965	*	65965629	67377004	ww-cc	blm-recq5-2-single-f16-r4-c2_S562_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr13	43665708	43734926	69219	*	42875893	44324203	cc-ww	blm-recq5-2-single-f16-r4-c2_S562_.trimmed.mdup.bam.RData	3	141	2.13
BLM/RECQL5	chr15	89293435	89418249	124815	*	89250232	89546070	wc-ww	blm-recq5-2-single-f16-r4-c2_S562_.trimmed.mdup.bam.RData	41	141	29.08
BLM/RECQL5	chr1	56696594	56730953	34360	*	56232399	57484419	ww-cc	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr1	61705826	61774691	68866	*	61070172	62518325	cc-ww	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr1	167096446	167105048	8603	*	166337189	167815429	ww-cc	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr1	237337147	237367704	30558	*	236628341	238093539	cc-ww	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr3	33976943	34005572	28630	*	33212888	34065905	cc-ww	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr3	155247746	155266815	19070	*	154400539	155862663	ww-cc	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr3	187352420	187374661	22242	*	187008405	187484389	cc-ww	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr4	157768089	157791500	23412	*	156942986	158631361	ww-cc	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	3	141	2.13
BLM/RECQL5	chr5	75660240	75724055	63816	*	74706279	76332455	cc-ww	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr5	127731466	127756272	24807	*	127013962	128491400	ww-cc	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr5	154439557	154475420	35864	*	153907012	155219187	cc-ww	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr6	25983926	25993248	9323	*	25653528	26742263	ww-cc	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr6	82551634	82648426	96793	*	81221027	83443056	cc-ww	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr7	7453261	7499144	45884	*	6774795	8035425	ww-cc	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr7	16989615	17030026	40412	*	16230581	17669230	cc-ww	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr7	50469477	50486857	17381	*	49663629	51124039	ww-cc	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr8	12797264	12963403	166140	*	11820577	13752390	ww-cc	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	4	141	2.84
BLM/RECQL5	chr8	63006473	63053813	47341	*	62404013	63167365	cc-ww	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	3	141	2.13
BLM/RECQL5	chr8	136392771	136478268	85498	*	136173484	137269057	ww-cc	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	3	141	2.13
BLM/RECQL5	chr10	127534629	127554375	19747	*	126605806	128212656	ww-cc	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr12	9234211	9331677	97467	*	8574056	10346630	ww-cc	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr12	86269755	86342953	73199	*	85276285	87000531	cc-ww	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	3	141	2.13
BLM/RECQL5	chr12	126288854	126438562	149709	*	125536183	126487341	ww-cc	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr14	44081953	44143788	61836	*	43146098	44891906	ww-cc	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr15	36079281	36112060	32780	*	35904943	36837127	ww-wc	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr16	15321961	15397232	75272	*	14646249	16007392	cc-ww	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr18	24890911	24949363	58453	*	24263893	25521335	ww-cc	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr22	20538221	20620772	82552	*	18740158	21453956	ww-cc	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chrX	150709968	150728284	18317	*	150496958	155998074	ww-wc	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam.RData	3	141	2.13
BLM/RECQL5	chr1	205726869	205746209	19341	*	205351957	206012283	cc-ww	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr1	214543784	214593951	50168	*	214114748	215018916	ww-cc	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr2	9861068	9864472	3405	*	9672189	10169157	ww-cc	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	3	141	2.13
BLM/RECQL5	chr2	186949992	186967815	17824	*	186624384	187412076	ww-cc	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr3	95232525	96791355	1558831	*	94834184	97275051	cc-ww	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr4	89487076	89500456	13381	*	89187010	89779137	cc-ww	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr4	140955427	140967489	12063	*	140634019	141541412	ww-cc	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr5	86298299	86314671	16373	*	85196327	86759705	cc-ww	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr5	148947373	148956509	9137	*	148546937	149244746	ww-cc	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr6	107491204	107569261	78058	*	107075791	107903633	ww-cc	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr8	2887533	2915221	27689	*	2865595	3029334	wc-cc	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	9	141	6.38
BLM/RECQL5	chr8	5816336	5816530	195	*	5708683	5849571	cc-wc	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	5	141	3.55
BLM/RECQL5	chr8	10331293	10352505	21213	*	10265993	10396878	wc-ww	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr8	63656919	63729636	72718	*	63601177	63999180	ww-cc	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	3	141	2.13
BLM/RECQL5	chr8	110023991	110034349	10359	*	109974278	110059885	cc-wc	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	3	141	2.13
BLM/RECQL5	chr8	123213302	123220014	6713	*	123176038	123243037	wc-cc	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr9	68812611	68847630	35020	*	68699539	69322965	cc-ww	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	16	141	11.35
BLM/RECQL5	chr9	130790471	130819818	29348	*	130597533	131058240	ww-cc	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	70	141	49.65
BLM/RECQL5	chr13	50374617	50398967	24351	*	49992794	50796637	ww-cc	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr13	60320131	60369276	49146	*	60157051	60468586	cc-ww	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr15	96112951	96243606	130656	*	94663279	96314165	wc-ww	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr17	54526271	54761603	235333	*	54212408	55137724	cc-ww	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr18	68430136	68430983	848	*	67505465	68765549	cc-ww	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	3	141	2.13
BLM/RECQL5	chr22	23276630	23294783	18154	*	22936169	23637399	cc-ww	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	61	141	43.26
BLM/RECQL5	chrX	18530964	18540867	9904	*	18202143	18855395	ww-cc	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chrX	31358953	32101344	742392	*	30928578	32522501	cc-ww	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chrX	81231076	81273499	42424	*	80869495	81786684	cc-ww	blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr4	134602913	134661249	58337	*	133724600	135242036	cc-ww	blm-recq5-2-single-f16-r4-c6_S566_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr6	120498144	120543943	45800	*	119680979	120916645	ww-cc	blm-recq5-2-single-f16-r4-c6_S566_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr7	70585960	70785217	199258	*	69463508	71043830	ww-cc	blm-recq5-2-single-f16-r4-c6_S566_.trimmed.mdup.bam.RData	17	141	12.06
BLM/RECQL5	chr8	2856744	2858438	1695	*	1575157	2943159	wc-cc	blm-recq5-2-single-f16-r4-c6_S566_.trimmed.mdup.bam.RData	9	141	6.38
BLM/RECQL5	chr9	103406631	103520372	113742	*	102752365	104257220	cc-ww	blm-recq5-2-single-f16-r4-c6_S566_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr10	112330163	112371195	41033	*	111862363	112827195	ww-cc	blm-recq5-2-single-f16-r4-c6_S566_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr13	88490268	88523413	33146	*	87822085	89412464	cc-ww	blm-recq5-2-single-f16-r4-c6_S566_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr15	60806770	60812699	5930	*	60687773	60850067	cc-wc	blm-recq5-2-single-f16-r4-c6_S566_.trimmed.mdup.bam.RData	46	141	32.62
BLM/RECQL5	chr1	80015737	80063267	47531	*	79911028	80888054	cc-ww	blm-recq5-2-single-f16-r5-c5_S572_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr1	113239613	113296435	56823	*	112696883	113995154	ww-cc	blm-recq5-2-single-f16-r5-c5_S572_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr2	117741849	117852827	110979	*	117561402	118296405	cc-wc	blm-recq5-2-single-f16-r5-c5_S572_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr5	20303128	20382519	79392	*	19580185	20498187	cc-ww	blm-recq5-2-single-f16-r5-c5_S572_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr8	15243321	15282659	39339	*	15136538	15334360	wc-cc	blm-recq5-2-single-f16-r5-c5_S572_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr9	4285444	4297538	12095	*	1254943	4363451	wc-cc	blm-recq5-2-single-f16-r5-c5_S572_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr9	130751283	130809273	57991	*	130236920	131281650	cc-ww	blm-recq5-2-single-f16-r5-c5_S572_.trimmed.mdup.bam.RData	70	141	49.65
BLM/RECQL5	chr15	72411448	72671064	259617	*	72369709	72770747	ww-wc	blm-recq5-2-single-f16-r5-c5_S572_.trimmed.mdup.bam.RData	85	141	60.28
BLM/RECQL5	chr15	74262312	74412928	150617	*	73578753	74465730	wc-ww	blm-recq5-2-single-f16-r5-c5_S572_.trimmed.mdup.bam.RData	87	141	61.7
BLM/RECQL5	chr21	15057975	15069432	11458	*	10480829	15213942	wc-ww	blm-recq5-2-single-f16-r5-c5_S572_.trimmed.mdup.bam.RData	11	141	7.8
BLM/RECQL5	chr22	23278053	23292425	14373	*	22864421	23823907	ww-cc	blm-recq5-2-single-f16-r5-c5_S572_.trimmed.mdup.bam.RData	61	141	43.26
BLM/RECQL5	chr5	42912708	42943020	30313	*	42367067	43609355	cc-ww	blm-recq5-2-single-f16-r5-c7_S574_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr8	75258563	75262121	3559	*	75166833	75316130	wc-ww	blm-recq5-2-single-f16-r5-c7_S574_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr8	96664921	96673433	8513	*	96613836	96825219	ww-wc	blm-recq5-2-single-f16-r5-c7_S574_.trimmed.mdup.bam.RData	3	141	2.13
BLM/RECQL5	chr15	60849162	60867544	18383	*	60702065	60942193	cc-wc	blm-recq5-2-single-f16-r5-c7_S574_.trimmed.mdup.bam.RData	46	141	32.62
BLM/RECQL5	chr17	35924055	35948250	24196	*	35431567	36092502	ww-cc	blm-recq5-2-single-f16-r5-c7_S574_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr21	14351959	14418650	66692	*	10607993	14487811	wc-cc	blm-recq5-2-single-f16-r5-c7_S574_.trimmed.mdup.bam.RData	11	141	7.8
BLM/RECQL5	chr1	11256390	11321670	65281	*	10894841	11671543	cc-ww	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr1	86280911	86308566	27656	*	85873860	86544405	ww-cc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr1	182667903	182720299	52397	*	182313651	182814605	cc-ww	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr1	202287153	202321254	34102	*	201955652	202778156	ww-cc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr2	58596555	58655297	58743	*	58359958	58999830	cc-ww	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr2	83795943	83825176	29234	*	83468349	84190419	ww-cc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr2	219460924	219468335	7412	*	219094918	219813369	ww-cc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr3	35430497	35522882	92386	*	35123819	35838523	ww-cc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr4	46419994	46433784	13791	*	46072019	46868410	ww-cc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr4	74757942	74803329	45388	*	74421858	75269075	cc-ww	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr4	131665535	131839013	173479	*	131232045	132030431	ww-cc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr4	164670406	164695187	24782	*	164385669	164950638	cc-ww	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr4	173900122	173914600	14479	*	173444420	173986561	ww-cc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr5	75062870	75089273	26404	*	74726279	75392652	ww-cc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr7	26145642	26191245	45604	*	25764982	26584770	ww-cc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr7	88682902	88705735	22834	*	88331940	89165355	cc-ww	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	3	141	2.13
BLM/RECQL5	chr7	135041966	135068927	26962	*	134743309	135211779	ww-cc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr8	34928669	34938215	9547	*	34639848	35297183	cc-ww	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr9	34333079	34350004	16926	*	34049483	34374856	cc-ww	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr9	69451735	69491755	40021	*	69082064	69822160	ww-cc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	8	141	5.67
BLM/RECQL5	chr9	130794253	130823902	29650	*	130340425	131369172	cc-ww	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	70	141	49.65
BLM/RECQL5	chr10	65356355	65370294	13940	*	64974225	65760104	cc-ww	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr11	13480329	13519723	39395	*	13023393	14032914	cc-ww	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr12	17758438	17778182	19745	*	17350116	18265518	cc-ww	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr12	88938049	88985597	47549	*	88650675	89360870	ww-cc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr13	29020421	29027241	6821	*	28819862	29463004	ww-cc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr15	39962233	39981401	19169	*	39573508	40329465	ww-cc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr16	86940906	86944719	3814	*	86888145	88840143	ww-wc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr19	24897917	27249291	2351375	*	24259900	27347160	ww-wc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	20	141	14.18
BLM/RECQL5	chr19	27386598	27415680	29083	*	27349784	27478445	wc-cc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	18	141	12.77
BLM/RECQL5	chr20	17594476	17632657	38182	*	17436210	18097903	ww-cc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr22	23278990	23291695	12706	*	23090543	23459916	ww-cc	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam.RData	61	141	43.26
BLM/RECQL5	chr7	88721635	88737363	15729	*	88140948	89182086	ww-cc	blm-recq5-2-single-f16-r6-c5_S579_.trimmed.mdup.bam.RData	3	141	2.13
BLM/RECQL5	chr8	110119179	110123806	4628	*	110040523	110238836	cc-wc	blm-recq5-2-single-f16-r6-c5_S579_.trimmed.mdup.bam.RData	3	141	2.13
BLM/RECQL5	chr8	139571935	139588782	16848	*	139501753	139678680	wc-ww	blm-recq5-2-single-f16-r6-c5_S579_.trimmed.mdup.bam.RData	3	141	2.13
BLM/RECQL5	chr9	130796915	130843988	47074	*	129962227	131532417	cc-ww	blm-recq5-2-single-f16-r6-c5_S579_.trimmed.mdup.bam.RData	70	141	49.65
BLM/RECQL5	chr13	106504529	106506935	2407	*	106062461	107137701	cc-ww	blm-recq5-2-single-f16-r6-c5_S579_.trimmed.mdup.bam.RData	3	141	2.13
BLM/RECQL5	chr14	52051982	52087311	35330	*	51314156	52554661	cc-ww	blm-recq5-2-single-f16-r6-c5_S579_.trimmed.mdup.bam.RData	1	141	0.71
BLM/RECQL5	chr15	72061031	72678333	617303	*	72009703	72730994	ww-wc	blm-recq5-2-single-f16-r6-c5_S579_.trimmed.mdup.bam.RData	86	141	60.99
BLM/RECQL5	chr15	74055855	74651121	595267	*	73961605	74754668	wc-ww	blm-recq5-2-single-f16-r6-c5_S579_.trimmed.mdup.bam.RData	88	141	62.41
BLM/RECQL5	chr18	27184245	28332848	1148604	*	27092384	80235371	ww-wc	blm-recq5-2-single-f16-r6-c5_S579_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr18	30459988	31165596	705609	*	92637	31275025	wc-ww	blm-recq5-2-single-f16-r6-c5_S579_.trimmed.mdup.bam.RData	2	141	1.42
BLM/RECQL5	chr21	14866113	14880635	14523	*	10556078	14966049	wc-ww	blm-recq5-2-single-f16-r6-c5_S579_.trimmed.mdup.bam.RData	11	141	7.8
BLM/RECQL5	chr22	23286980	23319977	32998	*	22713339	24105361	ww-cc	blm-recq5-2-single-f16-r6-c5_S579_.trimmed.mdup.bam.RData	61	141	43.26
